Time,Acceleration,Velocity,Altitude,Ap_pred,A
23.7404,0.0000,-32.1401,425.8458,0.0000,0.6600
23.7504,0.0000,-32.1401,425.5244,0.0000,0.6600
23.7604,0.0000,-32.1401,425.2029,0.0000,0.6600
23.7704,0.0000,-32.1401,424.8815,0.0000,0.6600
23.7804,0.0000,-32.1401,424.5601,0.0000,0.6600
23.7904,0.0000,-32.1401,424.2387,0.0000,0.6600
23.8004,0.0000,-32.1401,423.9173,0.0000,0.6600
23.8104,0.0000,-32.1401,423.5959,0.0000,0.6600
23.8204,0.0000,-32.1401,423.2745,0.0000,0.6600
23.8305,0.0000,-32.1401,422.9531,0.0000,0.6600
23.8405,0.0000,-32.1401,422.6317,0.0000,0.6600
23.8505,0.0000,-32.1401,422.3102,0.0000,0.6600
23.8605,0.0000,-32.1401,421.9888,0.0000,0.6600
23.8705,0.0000,-32.1401,421.6674,0.0000,0.6600
23.8805,0.0000,-32.1401,421.3460,0.0000,0.6600
23.8905,0.0000,-32.1401,421.0246,0.0000,0.6600
23.9005,0.0000,-32.1401,420.7032,0.0000,0.6600
23.9105,0.0000,-32.1401,420.3818,0.0000,0.6600
23.9205,0.0000,-32.1401,420.0604,0.0000,0.6600
23.9305,0.0000,-32.1401,419.7390,0.0000,0.6600
23.9405,0.0000,-32.1401,419.4175,0.0000,0.6600
23.9505,0.0000,-32.1401,419.0961,0.0000,0.6600
23.9605,0.0000,-32.1401,418.7747,0.0000,0.6600
23.9705,0.0000,-32.1401,418.4533,0.0000,0.6600
23.9805,0.0000,-32.1401,418.1319,0.0000,0.6600
23.9905,0.0000,-32.1401,417.8105,0.0000,0.6600
24.0005,0.0000,-32.1401,417.4891,0.0000,0.6600
24.0105,0.0000,-32.1401,417.1677,0.0000,0.6600
24.0205,0.0000,-32.1401,416.8463,0.0000,0.6600
24.0305,0.0000,-32.1401,416.5248,0.0000,0.6600
24.0405,0.0000,-32.1401,416.2034,0.0000,0.6600
24.0505,0.0000,-32.1401,415.8820,0.0000,0.6600
24.0605,0.0000,-32.1401,415.5606,0.0000,0.6600
24.0705,0.0000,-32.1401,415.2392,0.0000,0.6600
24.0805,0.0000,-32.1401,414.9178,0.0000,0.6600
24.0905,0.0000,-32.1401,414.5964,0.0000,0.6600
24.1005,0.0000,-32.1401,414.2750,0.0000,0.6600
24.1105,0.0000,-32.1401,413.9536,0.0000,0.6600
24.1205,0.0000,-32.1401,413.6321,0.0000,0.6600
24.1305,0.0000,-32.1401,413.3107,0.0000,0.6600
24.1405,0.0000,-32.1401,412.9893,0.0000,0.6600
24.1505,0.0000,-32.1401,412.6679,0.0000,0.6600
24.1605,0.0000,-32.1401,412.3465,0.0000,0.6600
24.1705,0.0000,-32.1401,412.0251,0.0000,0.6600
24.1805,0.0000,-32.1401,411.7037,0.0000,0.6600
24.1905,0.0000,-32.1401,411.3823,0.0000,0.6600
24.2005,0.0000,-32.1401,411.0609,0.0000,0.6600
24.2105,0.0000,-32.1401,410.7394,0.0000,0.6600
24.2205,0.0000,-32.1401,410.4180,0.0000,0.6600
24.2305,0.0000,-32.1401,410.0966,0.0000,0.6600
24.2405,0.0000,-32.1401,409.7752,0.0000,0.6600
24.2505,0.0000,-32.1401,409.4538,0.0000,0.6600
24.2605,0.0000,-32.1401,409.1324,0.0000,0.6600
24.2705,0.0000,-32.1401,408.8110,0.0000,0.6600
24.2805,0.0000,-32.1401,408.4896,0.0000,0.6600
24.2905,0.0000,-32.1401,408.1682,0.0000,0.6600
24.3005,0.0000,-32.1401,407.8467,0.0000,0.6600
24.3105,0.0000,-32.1401,407.5253,0.0000,0.6600
24.3205,0.0000,-32.1401,407.2039,0.0000,0.6600
24.3305,0.0000,-32.1401,406.8825,0.0000,0.6600
24.3405,0.0000,-32.1401,406.5611,0.0000,0.6600
24.3505,0.0000,-32.1401,406.2397,0.0000,0.6600
24.3605,0.0000,-32.1401,405.9183,0.0000,0.6600
24.3705,0.0000,-32.1401,405.5969,0.0000,0.6600
24.3805,0.0000,-32.1401,405.2755,0.0000,0.6600
24.3905,0.0000,-32.1401,404.9540,0.0000,0.6600
24.4005,0.0000,-32.1401,404.6326,0.0000,0.6600
24.4105,0.0000,-32.1401,404.3112,0.0000,0.6600
24.4205,0.0000,-32.1401,403.9898,0.0000,0.6600
24.4305,0.0000,-32.1401,403.6684,0.0000,0.6600
24.4405,0.0000,-32.1401,403.3470,0.0000,0.6600
24.4505,0.0000,-32.1401,403.0256,0.0000,0.6600
24.4605,0.0000,-32.1401,402.7042,0.0000,0.6600
24.4705,0.0000,-32.1401,402.3828,0.0000,0.6600
24.4805,0.0000,-32.1401,402.0613,0.0000,0.6600
24.4905,0.0000,-32.1401,401.7399,0.0000,0.6600
24.5005,0.0000,-32.1401,401.4185,0.0000,0.6600
24.5105,0.0000,-32.1401,401.0971,0.0000,0.6600
24.5205,0.0000,-32.1401,400.7757,0.0000,0.6600
24.5305,0.0000,-32.1401,400.4543,0.0000,0.6600
24.5405,0.0000,-32.1401,400.1329,0.0000,0.6600
24.5505,0.0000,-32.1401,399.8115,0.0000,0.6600
24.5605,0.0000,-32.1401,399.4901,0.0000,0.6600
24.5705,0.0000,-32.1401,399.1686,0.0000,0.6600
24.5805,0.0000,-32.1401,398.8472,0.0000,0.6600
24.5905,0.0000,-32.1401,398.5258,0.0000,0.6600
24.6005,0.0000,-32.1401,398.2044,0.0000,0.6600
24.6105,0.0000,-32.1401,397.8830,0.0000,0.6600
24.6205,0.0000,-32.1401,397.5616,0.0000,0.6600
24.6305,0.0000,-32.1401,397.2402,0.0000,0.6600
24.6405,0.0000,-32.1401,396.9188,0.0000,0.6600
24.6505,0.0000,-32.1401,396.5974,0.0000,0.6600
24.6605,0.0000,-32.1401,396.2759,0.0000,0.6600
24.6705,0.0000,-32.1401,395.9545,0.0000,0.6600
24.6805,0.0000,-32.1401,395.6331,0.0000,0.6600
24.6905,0.0000,-32.1401,395.3117,0.0000,0.6600
24.7005,0.0000,-32.1401,394.9903,0.0000,0.6600
24.7105,0.0000,-32.1401,394.6689,0.0000,0.6600
24.7205,0.0000,-32.1401,394.3475,0.0000,0.6600
24.7305,0.0000,-32.1401,394.0261,0.0000,0.6600
24.7405,0.0000,-32.1401,393.7047,0.0000,0.6600
24.7505,0.0000,-32.1401,393.3832,0.0000,0.6600
24.7605,0.0000,-32.1401,393.0618,0.0000,0.6600
24.7705,0.0000,-32.1401,392.7404,0.0000,0.6600
24.7805,0.0000,-32.1401,392.4190,0.0000,0.6600
24.7905,0.0000,-32.1401,392.0976,0.0000,0.6600
24.8005,0.0000,-32.1401,391.7762,0.0000,0.6600
24.8105,0.0000,-32.1401,391.4548,0.0000,0.6600
24.8205,0.0000,-32.1401,391.1334,0.0000,0.6600
24.8305,0.0000,-32.1401,390.8120,0.0000,0.6600
24.8405,0.0000,-32.1401,390.4905,0.0000,0.6600
24.8505,0.0000,-32.1401,390.1691,0.0000,0.6600
24.8605,0.0000,-32.1401,389.8477,0.0000,0.6600
24.8705,0.0000,-32.1401,389.5263,0.0000,0.6600
24.8805,0.0000,-32.1401,389.2049,0.0000,0.6600
24.8905,0.0000,-32.1401,388.8835,0.0000,0.6600
24.9005,0.0000,-32.1401,388.5621,0.0000,0.6600
24.9105,0.0000,-32.1401,388.2407,0.0000,0.6600
24.9205,0.0000,-32.1401,387.9193,0.0000,0.6600
24.9305,0.0000,-32.1401,387.5978,0.0000,0.6600
24.9405,0.0000,-32.1401,387.2764,0.0000,0.6600
24.9505,0.0000,-32.1401,386.9550,0.0000,0.6600
24.9605,0.0000,-32.1401,386.6336,0.0000,0.6600
24.9705,0.0000,-32.1401,386.3122,0.0000,0.6600
24.9805,0.0000,-32.1401,385.9908,0.0000,0.6600
24.9905,0.0000,-32.1401,385.6694,0.0000,0.6600
25.0005,0.0000,-32.1401,385.3480,0.0000,0.6600
25.0105,0.0000,-32.1401,385.0266,0.0000,0.6600
25.0205,0.0000,-32.1401,384.7051,0.0000,0.6600
25.0305,0.0000,-32.1401,384.3837,0.0000,0.6600
25.0405,0.0000,-32.1401,384.0623,0.0000,0.6600
25.0505,0.0000,-32.1401,383.7409,0.0000,0.6600
25.0605,0.0000,-32.1401,383.4195,0.0000,0.6600
25.0705,0.0000,-32.1401,383.0981,0.0000,0.6600
25.0805,0.0000,-32.1401,382.7767,0.0000,0.6600
25.0905,0.0000,-32.1401,382.4553,0.0000,0.6600
25.1005,0.0000,-32.1401,382.1339,0.0000,0.6600
25.1105,0.0000,-32.1401,381.8124,0.0000,0.6600
25.1205,0.0000,-32.1401,381.4910,0.0000,0.6600
25.1305,0.0000,-32.1401,381.1696,0.0000,0.6600
25.1405,0.0000,-32.1401,380.8482,0.0000,0.6600
25.1505,0.0000,-32.1401,380.5268,0.0000,0.6600
25.1605,0.0000,-32.1401,380.2054,0.0000,0.6600
25.1705,0.0000,-32.1401,379.8840,0.0000,0.6600
25.1805,0.0000,-32.1401,379.5626,0.0000,0.6600
25.1905,0.0000,-32.1401,379.2411,0.0000,0.6600
25.2005,0.0000,-32.1401,378.9197,0.0000,0.6600
25.2105,0.0000,-32.1401,378.5983,0.0000,0.6600
25.2205,0.0000,-32.1401,378.2769,0.0000,0.6600
25.2305,0.0000,-32.1401,377.9555,0.0000,0.6600
25.2405,0.0000,-32.1401,377.6341,0.0000,0.6600
25.2505,0.0000,-32.1401,377.3127,0.0000,0.6600
25.2605,0.0000,-32.1401,376.9913,0.0000,0.6600
25.2705,0.0000,-32.1401,376.6699,0.0000,0.6600
25.2805,0.0000,-32.1401,376.3484,0.0000,0.6600
25.2905,0.0000,-32.1401,376.0270,0.0000,0.6600
25.3005,0.0000,-32.1401,375.7056,0.0000,0.6600
25.3105,0.0000,-32.1401,375.3842,0.0000,0.6600
25.3205,0.0000,-32.1401,375.0628,0.0000,0.6600
25.3305,0.0000,-32.1401,374.7414,0.0000,0.6600
25.3405,0.0000,-32.1401,374.4200,0.0000,0.6600
25.3505,0.0000,-32.1401,374.0986,0.0000,0.6600
25.3605,0.0000,-32.1401,373.7772,0.0000,0.6600
25.3705,0.0000,-32.1401,373.4557,0.0000,0.6600
25.3805,0.0000,-32.1401,373.1343,0.0000,0.6600
25.3905,0.0000,-32.1401,372.8129,0.0000,0.6600
25.4005,0.0000,-32.1401,372.4915,0.0000,0.6600
25.4105,0.0000,-32.1401,372.1701,0.0000,0.6600
25.4205,0.0000,-32.1401,371.8487,0.0000,0.6600
25.4305,0.0000,-32.1401,371.5273,0.0000,0.6600
25.4405,0.0000,-32.1401,371.2059,0.0000,0.6600
25.4505,0.0000,-32.1401,370.8845,0.0000,0.6600
25.4605,0.0000,-32.1401,370.5630,0.0000,0.6600
25.4705,0.0000,-32.1401,370.2416,0.0000,0.6600
25.4805,0.0000,-32.1401,369.9202,0.0000,0.6600
25.4905,0.0000,-32.1401,369.5988,0.0000,0.6600
25.5005,0.0000,-32.1401,369.2774,0.0000,0.6600
25.5105,0.0000,-32.1401,368.9560,0.0000,0.6600
25.5205,0.0000,-32.1401,368.6346,0.0000,0.6600
25.5305,0.0000,-32.1401,368.3132,0.0000,0.6600
25.5405,0.0000,-32.1401,367.9918,0.0000,0.6600
25.5505,0.0000,-32.1401,367.6703,0.0000,0.6600
25.5605,0.0000,-32.1401,367.3489,0.0000,0.6600
25.5705,0.0000,-32.1401,367.0275,0.0000,0.6600
25.5805,0.0000,-32.1401,366.7061,0.0000,0.6600
25.5905,0.0000,-32.1401,366.3847,0.0000,0.6600
25.6005,0.0000,-32.1401,366.0633,0.0000,0.6600
25.6105,0.0000,-32.1401,365.7419,0.0000,0.6600
25.6205,0.0000,-32.1401,365.4205,0.0000,0.6600
25.6305,0.0000,-32.1401,365.0991,0.0000,0.6600
25.6405,0.0000,-32.1401,364.7776,0.0000,0.6600
25.6505,0.0000,-32.1401,364.4562,0.0000,0.6600
25.6605,0.0000,-32.1401,364.1348,0.0000,0.6600
25.6705,0.0000,-32.1401,363.8134,0.0000,0.6600
25.6805,0.0000,-32.1401,363.4920,0.0000,0.6600
25.6905,0.0000,-32.1401,363.1706,0.0000,0.6600
25.7005,0.0000,-32.1401,362.8492,0.0000,0.6600
25.7105,0.0000,-32.1401,362.5278,0.0000,0.6600
25.7205,0.0000,-32.1401,362.2064,0.0000,0.6600
25.7305,0.0000,-32.1401,361.8849,0.0000,0.6600
25.7405,0.0000,-32.1401,361.5635,0.0000,0.6600
25.7505,0.0000,-32.1401,361.2421,0.0000,0.6600
25.7605,0.0000,-32.1401,360.9207,0.0000,0.6600
25.7705,0.0000,-32.1401,360.5993,0.0000,0.6600
25.7805,0.0000,-32.1401,360.2779,0.0000,0.6600
25.7905,0.0000,-32.1401,359.9565,0.0000,0.6600
25.8005,0.0000,-32.1401,359.6351,0.0000,0.6600
25.8105,0.0000,-32.1401,359.3137,0.0000,0.6600
25.8205,0.0000,-32.1401,358.9922,0.0000,0.6600
25.8305,0.0000,-32.1401,358.6708,0.0000,0.6600
25.8405,0.0000,-32.1401,358.3494,0.0000,0.6600
25.8505,0.0000,-32.1401,358.0280,0.0000,0.6600
25.8605,0.0000,-32.1401,357.7066,0.0000,0.6600
25.8705,0.0000,-32.1401,357.3852,0.0000,0.6600
25.8805,0.0000,-32.1401,357.0638,0.0000,0.6600
25.8905,0.0000,-32.1401,356.7424,0.0000,0.6600
25.9005,0.0000,-32.1401,356.4210,0.0000,0.6600
25.9105,0.0000,-32.1401,356.0995,0.0000,0.6600
25.9205,0.0000,-32.1401,355.7781,0.0000,0.6600
25.9305,0.0000,-32.1401,355.4567,0.0000,0.6600
25.9405,0.0000,-32.1401,355.1353,0.0000,0.6600
25.9505,0.0000,-32.1401,354.8139,0.0000,0.6600
25.9605,0.0000,-32.1401,354.4925,0.0000,0.6600
25.9705,0.0000,-32.1401,354.1711,0.0000,0.6600
25.9805,0.0000,-32.1401,353.8497,0.0000,0.6600
25.9905,0.0000,-32.1401,353.5283,0.0000,0.6600
26.0005,0.0000,-32.1401,353.2068,0.0000,0.6600
26.0105,0.0000,-32.1401,352.8854,0.0000,0.6600
26.0205,0.0000,-32.1401,352.5640,0.0000,0.6600
26.0305,0.0000,-32.1401,352.2426,0.0000,0.6600
26.0405,0.0000,-32.1401,351.9212,0.0000,0.6600
26.0505,0.0000,-32.1401,351.5998,0.0000,0.6600
26.0605,0.0000,-32.1401,351.2784,0.0000,0.6600
26.0705,0.0000,-32.1401,350.9570,0.0000,0.6600
26.0805,0.0000,-32.1401,350.6356,0.0000,0.6600
26.0905,0.0000,-32.1401,350.3141,0.0000,0.6600
26.1005,0.0000,-32.1401,349.9927,0.0000,0.6600
26.1105,0.0000,-32.1401,349.6713,0.0000,0.6600
26.1205,0.0000,-32.1401,349.3499,0.0000,0.6600
26.1305,0.0000,-32.1401,349.0285,0.0000,0.6600
26.1405,0.0000,-32.1401,348.7071,0.0000,0.6600
26.1505,0.0000,-32.1401,348.3857,0.0000,0.6600
26.1605,0.0000,-32.1401,348.0643,0.0000,0.6600
26.1705,0.0000,-32.1401,347.7429,0.0000,0.6600
26.1805,0.0000,-32.1401,347.4214,0.0000,0.6600
26.1905,0.0000,-32.1401,347.1000,0.0000,0.6600
26.2005,0.0000,-32.1401,346.7786,0.0000,0.6600
26.2105,0.0000,-32.1401,346.4572,0.0000,0.6600
26.2205,0.0000,-32.1401,346.1358,0.0000,0.6600
26.2305,0.0000,-32.1401,345.8144,0.0000,0.6600
26.2405,0.0000,-32.1401,345.4930,0.0000,0.6600
26.2505,0.0000,-32.1401,345.1716,0.0000,0.6600
26.2605,0.0000,-32.1401,344.8502,0.0000,0.6600
26.2705,0.0000,-32.1401,344.5287,0.0000,0.6600
26.2805,0.0000,-32.1401,344.2073,0.0000,0.6600
26.2905,0.0000,-32.1401,343.8859,0.0000,0.6600
26.3005,0.0000,-32.1401,343.5645,0.0000,0.6600
26.3105,0.0000,-32.1401,343.2431,0.0000,0.6600
26.3205,0.0000,-32.1401,342.9217,0.0000,0.6600
26.3305,0.0000,-32.1401,342.6003,0.0000,0.6600
26.3405,0.0000,-32.1401,342.2789,0.0000,0.6600
26.3505,0.0000,-32.1401,341.9575,0.0000,0.6600
26.3605,0.0000,-32.1401,341.6360,0.0000,0.6600
26.3705,0.0000,-32.1401,341.3146,0.0000,0.6600
26.3805,0.0000,-32.1401,340.9932,0.0000,0.6600
26.3905,0.0000,-32.1401,340.6718,0.0000,0.6600
26.4005,0.0000,-32.1401,340.3504,0.0000,0.6600
26.4105,0.0000,-32.1401,340.0290,0.0000,0.6600
26.4205,0.0000,-32.1401,339.7076,0.0000,0.6600
26.4305,0.0000,-32.1401,339.3862,0.0000,0.6600
26.4405,0.0000,-32.1401,339.0648,0.0000,0.6600
26.4505,0.0000,-32.1401,338.7433,0.0000,0.6600
26.4605,0.0000,-32.1401,338.4219,0.0000,0.6600
26.4705,0.0000,-32.1401,338.1005,0.0000,0.6600
26.4805,0.0000,-32.1401,337.7791,0.0000,0.6600
26.4905,0.0000,-32.1401,337.4577,0.0000,0.6600
26.5005,0.0000,-32.1401,337.1363,0.0000,0.6600
26.5105,0.0000,-32.1401,336.8149,0.0000,0.6600
26.5205,0.0000,-32.1401,336.4935,0.0000,0.6600
26.5305,0.0000,-32.1401,336.1721,0.0000,0.6600
26.5405,0.0000,-32.1401,335.8506,0.0000,0.6600
26.5505,0.0000,-32.1401,335.5292,0.0000,0.6600
26.5605,0.0000,-32.1401,335.2078,0.0000,0.6600
26.5705,0.0000,-32.1401,334.8864,0.0000,0.6600
26.5805,0.0000,-32.1401,334.5650,0.0000,0.6600
26.5905,0.0000,-32.1401,334.2436,0.0000,0.6600
26.6005,0.0000,-32.1401,333.9222,0.0000,0.6600
26.6105,0.0000,-32.1401,333.6008,0.0000,0.6600
26.6205,0.0000,-32.1401,333.2794,0.0000,0.6600
26.6305,0.0000,-32.1401,332.9579,0.0000,0.6600
26.6405,0.0000,-32.1401,332.6365,0.0000,0.6600
26.6505,0.0000,-32.1401,332.3151,0.0000,0.6600
26.6605,0.0000,-32.1401,331.9937,0.0000,0.6600
26.6705,0.0000,-32.1401,331.6723,0.0000,0.6600
26.6805,0.0000,-32.1401,331.3509,0.0000,0.6600
26.6905,0.0000,-32.1401,331.0295,0.0000,0.6600
26.7005,0.0000,-32.1401,330.7081,0.0000,0.6600
26.7105,0.0000,-32.1401,330.3867,0.0000,0.6600
26.7205,0.0000,-32.1401,330.0652,0.0000,0.6600
26.7305,0.0000,-32.1401,329.7438,0.0000,0.6600
26.7405,0.0000,-32.1401,329.4224,0.0000,0.6600
26.7505,0.0000,-32.1401,329.1010,0.0000,0.6600
26.7605,0.0000,-32.1401,328.7796,0.0000,0.6600
26.7705,0.0000,-32.1401,328.4582,0.0000,0.6600
26.7805,0.0000,-32.1401,328.1368,0.0000,0.6600
26.7905,0.0000,-32.1401,327.8154,0.0000,0.6600
26.8005,0.0000,-32.1401,327.4940,0.0000,0.6600
26.8105,0.0000,-32.1401,327.1725,0.0000,0.6600
26.8205,0.0000,-32.1401,326.8511,0.0000,0.6600
26.8305,0.0000,-32.1401,326.5297,0.0000,0.6600
26.8405,0.0000,-32.1401,326.2083,0.0000,0.6600
26.8505,0.0000,-32.1401,325.8869,0.0000,0.6600
26.8605,0.0000,-32.1401,325.5655,0.0000,0.6600
26.8705,0.0000,-32.1401,325.2441,0.0000,0.6600
26.8805,0.0000,-32.1401,324.9227,0.0000,0.6600
26.8905,0.0000,-32.1401,324.6013,0.0000,0.6600
26.9005,0.0000,-32.1401,324.2798,0.0000,0.6600
26.9105,0.0000,-32.1401,323.9584,0.0000,0.6600
26.9205,0.0000,-32.1401,323.6370,0.0000,0.6600
26.9305,0.0000,-32.1401,323.3156,0.0000,0.6600
26.9405,0.0000,-32.1401,322.9942,0.0000,0.6600
26.9505,0.0000,-32.1401,322.6728,0.0000,0.6600
26.9605,0.0000,-32.1401,322.3514,0.0000,0.6600
26.9705,0.0000,-32.1401,322.0300,0.0000,0.6600
26.9805,0.0000,-32.1401,321.7086,0.0000,0.6600
26.9905,0.0000,-32.1401,321.3871,0.0000,0.6600
27.0005,0.0000,-32.1401,321.0657,0.0000,0.6600
27.0105,0.0000,-32.1401,320.7443,0.0000,0.6600
27.0205,0.0000,-32.1401,320.4229,0.0000,0.6600
27.0305,0.0000,-32.1401,320.1015,0.0000,0.6600
27.0405,0.0000,-32.1401,319.7801,0.0000,0.6600
27.0505,0.0000,-32.1401,319.4587,0.0000,0.6600
27.0605,0.0000,-32.1401,319.1373,0.0000,0.6600
27.0705,0.0000,-32.1401,318.8159,0.0000,0.6600
27.0805,0.0000,-32.1401,318.4944,0.0000,0.6600
27.0905,0.0000,-32.1401,318.1730,0.0000,0.6600
27.1005,0.0000,-32.1401,317.8516,0.0000,0.6600
27.1105,0.0000,-32.1401,317.5302,0.0000,0.6600
27.1205,0.0000,-32.1401,317.2088,0.0000,0.6600
27.1305,0.0000,-32.1401,316.8874,0.0000,0.6600
27.1405,0.0000,-32.1401,316.5660,0.0000,0.6600
27.1505,0.0000,-32.1401,316.2446,0.0000,0.6600
27.1605,0.0000,-32.1401,315.9232,0.0000,0.6600
27.1705,0.0000,-32.1401,315.6017,0.0000,0.6600
27.1805,0.0000,-32.1401,315.2803,0.0000,0.6600
27.1905,0.0000,-32.1401,314.9589,0.0000,0.6600
27.2005,0.0000,-32.1401,314.6375,0.0000,0.6600
27.2105,0.0000,-32.1401,314.3161,0.0000,0.6600
27.2205,0.0000,-32.1401,313.9947,0.0000,0.6600
27.2305,0.0000,-32.1401,313.6733,0.0000,0.6600
27.2405,0.0000,-32.1401,313.3519,0.0000,0.6600
27.2505,0.0000,-32.1401,313.0305,0.0000,0.6600
27.2605,0.0000,-32.1401,312.7090,0.0000,0.6600
27.2705,0.0000,-32.1401,312.3876,0.0000,0.6600
27.2805,0.0000,-32.1401,312.0662,0.0000,0.6600
27.2905,0.0000,-32.1401,311.7448,0.0000,0.6600
27.3005,0.0000,-32.1401,311.4234,0.0000,0.6600
27.3105,0.0000,-32.1401,311.1020,0.0000,0.6600
27.3205,0.0000,-32.1401,310.7806,0.0000,0.6600
27.3305,0.0000,-32.1401,310.4592,0.0000,0.6600
27.3405,0.0000,-32.1401,310.1378,0.0000,0.6600
27.3505,0.0000,-32.1401,309.8163,0.0000,0.6600
27.3605,0.0000,-32.1401,309.4949,0.0000,0.6600
27.3705,0.0000,-32.1401,309.1735,0.0000,0.6600
27.3805,0.0000,-32.1401,308.8521,0.0000,0.6600
27.3905,0.0000,-32.1401,308.5307,0.0000,0.6600
27.4005,0.0000,-32.1401,308.2093,0.0000,0.6600
27.4105,0.0000,-32.1401,307.8879,0.0000,0.6600
27.4205,0.0000,-32.1401,307.5665,0.0000,0.6600
27.4305,0.0000,-32.1401,307.2451,0.0000,0.6600
27.4405,0.0000,-32.1401,306.9236,0.0000,0.6600
27.4505,0.0000,-32.1401,306.6022,0.0000,0.6600
27.4605,0.0000,-32.1401,306.2808,0.0000,0.6600
27.4705,0.0000,-32.1401,305.9594,0.0000,0.6600
27.4805,0.0000,-32.1401,305.6380,0.0000,0.6600
27.4905,0.0000,-32.1401,305.3166,0.0000,0.6600
27.5005,0.0000,-32.1401,304.9952,0.0000,0.6600
27.5105,0.0000,-32.1401,304.6738,0.0000,0.6600
27.5205,0.0000,-32.1401,304.3524,0.0000,0.6600
27.5305,0.0000,-32.1401,304.0309,0.0000,0.6600
27.5405,0.0000,-32.1401,303.7095,0.0000,0.6600
27.5505,0.0000,-32.1401,303.3881,0.0000,0.6600
27.5605,0.0000,-32.1401,303.0667,0.0000,0.6600
27.5705,0.0000,-32.1401,302.7453,0.0000,0.6600
27.5805,0.0000,-32.1401,302.4239,0.0000,0.6600
27.5905,0.0000,-32.1401,302.1025,0.0000,0.6600
27.6005,0.0000,-32.1401,301.7811,0.0000,0.6600
27.6105,0.0000,-32.1401,301.4597,0.0000,0.6600
27.6205,0.0000,-32.1401,301.1382,0.0000,0.6600
27.6305,0.0000,-32.1401,300.8168,0.0000,0.6600
27.6405,0.0000,-32.1401,300.4954,0.0000,0.6600
27.6505,0.0000,-32.1401,300.1740,0.0000,0.6600
27.6605,0.0000,-32.1401,299.8526,0.0000,0.6600
27.6705,0.0000,-32.1401,299.5312,0.0000,0.6600
27.6805,0.0000,-32.1401,299.2098,0.0000,0.6600
27.6905,0.0000,-32.1401,298.8884,0.0000,0.6600
27.7005,0.0000,-32.1401,298.5670,0.0000,0.6600
27.7105,0.0000,-32.1401,298.2455,0.0000,0.6600
27.7205,0.0000,-32.1401,297.9241,0.0000,0.6600
27.7305,0.0000,-32.1401,297.6027,0.0000,0.6600
27.7405,0.0000,-32.1401,297.2813,0.0000,0.6600
27.7505,0.0000,-32.1401,296.9599,0.0000,0.6600
27.7605,0.0000,-32.1401,296.6385,0.0000,0.6600
27.7705,0.0000,-32.1401,296.3171,0.0000,0.6600
27.7805,0.0000,-32.1401,295.9957,0.0000,0.6600
27.7905,0.0000,-32.1401,295.6743,0.0000,0.6600
27.8005,0.0000,-32.1401,295.3528,0.0000,0.6600
27.8105,0.0000,-32.1401,295.0314,0.0000,0.6600
27.8205,0.0000,-32.1401,294.7100,0.0000,0.6600
27.8305,0.0000,-32.1401,294.3886,0.0000,0.6600
27.8405,0.0000,-32.1401,294.0672,0.0000,0.6600
27.8505,0.0000,-32.1401,293.7458,0.0000,0.6600
27.8605,0.0000,-32.1401,293.4244,0.0000,0.6600
27.8705,0.0000,-32.1401,293.1030,0.0000,0.6600
27.8805,0.0000,-32.1401,292.7816,0.0000,0.6600
27.8905,0.0000,-32.1401,292.4601,0.0000,0.6600
27.9005,0.0000,-32.1401,292.1387,0.0000,0.6600
27.9105,0.0000,-32.1401,291.8173,0.0000,0.6600
27.9205,0.0000,-32.1401,291.4959,0.0000,0.6600
27.9305,0.0000,-32.1401,291.1745,0.0000,0.6600
27.9405,0.0000,-32.1401,290.8531,0.0000,0.6600
27.9505,0.0000,-32.1401,290.5317,0.0000,0.6600
27.9605,0.0000,-32.1401,290.2103,0.0000,0.6600
27.9705,0.0000,-32.1401,289.8889,0.0000,0.6600
27.9805,0.0000,-32.1401,289.5674,0.0000,0.6600
27.9905,0.0000,-32.1401,289.2460,0.0000,0.6600
28.0005,0.0000,-32.1401,288.9246,0.0000,0.6600
28.0105,0.0000,-32.1401,288.6032,0.0000,0.6600
28.0205,0.0000,-32.1401,288.2818,0.0000,0.6600
28.0305,0.0000,-32.1401,287.9604,0.0000,0.6600
28.0405,0.0000,-32.1401,287.6390,0.0000,0.6600
28.0505,0.0000,-32.1401,287.3176,0.0000,0.6600
28.0605,0.0000,-32.1401,286.9962,0.0000,0.6600
28.0705,0.0000,-32.1401,286.6747,0.0000,0.6600
28.0805,0.0000,-32.1401,286.3533,0.0000,0.6600
28.0905,0.0000,-32.1401,286.0319,0.0000,0.6600
28.1005,0.0000,-32.1401,285.7105,0.0000,0.6600
28.1105,0.0000,-32.1401,285.3891,0.0000,0.6600
28.1205,0.0000,-32.1401,285.0677,0.0000,0.6600
28.1305,0.0000,-32.1401,284.7463,0.0000,0.6600
28.1405,0.0000,-32.1401,284.4249,0.0000,0.6600
28.1505,0.0000,-32.1401,284.1035,0.0000,0.6600
28.1605,0.0000,-32.1401,283.7820,0.0000,0.6600
28.1705,0.0000,-32.1401,283.4606,0.0000,0.6600
28.1805,0.0000,-32.1401,283.1392,0.0000,0.6600
28.1905,0.0000,-32.1401,282.8178,0.0000,0.6600
28.2006,0.0000,-32.1401,282.4964,0.0000,0.6600
28.2106,0.0000,-32.1401,282.1750,0.0000,0.6600
28.2206,0.0000,-32.1401,281.8536,0.0000,0.6600
28.2306,0.0000,-32.1401,281.5322,0.0000,0.6600
